Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Taxi,3535,VIOLATION,DODGE,CARAVAN,2016,WHITE,Flex Fuel,N,LINCOLNSHIRE SERVICE I CORP.,3801 N. ELSTON AVE.,CHICAGO,IL,60618,EXPIRED AFFILIATION,Owner Manager,3535Taxi
Taxi,3921,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,CHITOWN CAB INC # II,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3921Taxi
Taxi,3635,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,Y,ESRAA CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,3635Taxi
Taxi,3908,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,SLSJETS I CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,3908Taxi
Taxi,4690,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,MURIELLE CADICHON,1736 W. 105TH PL.,CHICAGO,IL,60643,DIS-AFFILIATED,Owner-Operator,4690Taxi
Taxi,4346,ACTIVE,TOYOTA,CAMRY,2016,CREAM/GREEN,Hybrid,N,GILL CAB COMPANY,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Checker Taxi Association Co.,Owner Manager,4346Taxi
Taxi,3263,VIOLATION,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,N,SABINA II CAB CO. INC.,7405 N. WESTERN AVE.,CHICAGO,IL,60645,Choice Taxi Association Inc,Choice Taxi Association,3263Taxi
Livery,7171,ACTIVE,CHEVROLET,SUBURBAN,2021,BLACK,Gasoline,N,LOUIE TRANSPORTATION INC.,4212 N. KEYSTONE AVE.,CHICAGO,IL,60641,,,7171Livery
Taxi,4321,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,WESTERN CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4321Taxi
Taxi,4995,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,SLSJETS II CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,4995Taxi
Taxi,3833,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,BLUE NILES EXPRESS INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,3833Taxi
Taxi,326,ACTIVE,TOYOTA,CAMRY,2015,YELLOW,Hybrid,N,13C TAXI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,326Taxi
Livery,9344,VIOLATION,LINCOLN,MKT,2013,BLACK,Gasoline,N,YK HOLDINGS INC.,4712 W. 63RD ST.,CHICAGO,IL,60629,,,9344Livery
Taxi,6607,SURRENDER,TOYOTA,RAV4,2019,BLACK,Gasoline,N,"HAMAMA TRANS, INC.",5451 N. KIMBALL AVE.,CHICAGO,IL,60625,Independent1,Owner-Operator,6607Taxi
Taxi,3390,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,"IDSAS TRANS, INC.",4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,3390Taxi
Taxi,2612,ACTIVE,FORD,ESCAPE,2012,WHITE,Hybrid,N,TRIPPLE H INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2612Taxi
Taxi,2784,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,DARLING CAB CO,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,2784Taxi
Livery,7763,ACTIVE,LINCOLN,NAVIGATOR L,2021,BLACK,Gasoline,N,ARDA INC.,3630 N. KENNETH AVE.,CHICAGO,IL,60641,,,7763Livery
Livery,7063,ACTIVE,LINCOLN,MKT,2018,BLACK,Gasoline,N,AMM'S LIMOUSINE SERVICE INC,321 N. CLARK ST.,CHICAGO,IL,60654,,,7063Livery
Livery,9404,ACTIVE,LINCOLN,NAVIGATOR L,2017,BLACK,Gasoline,N,TRANSFAIR LLC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9404Livery
Taxi,5190,SURRENDER,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,BARAKA ENTERPRISES INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,5190Taxi
Taxi,6957,VIOLATION,,,,,Gasoline,N,AHDAAB EXPRESS LLC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,,,6957Taxi
Taxi,871,ACTIVE,FORD,ESCAPE,2010,GREEN,Hybrid,N,REX 3 INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60630,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",871Taxi
Taxi,71,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,PED 4 LLC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",71Taxi
Taxi,605,VIOLATION,TOYOTA,PRIUS,2011,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,605Taxi
Taxi,5647,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,ELSTON FIVE LLC,2738 W. FULTON ST.,CHICAGO,IL,60612,DIS-AFFILIATED,Owner Manager,5647Taxi
Taxi,2100,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,REEM TRANS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,2100Taxi
Pedicab,109,ACTIVE,CUSTOM,CSM STYLE,2018,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2627 N. MILDRED AVE.,CHICAGO,IL,60614,,,109Pedicab
Taxi,4368,VIOLATION,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,ZO HACKING CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4368Taxi
Taxi,6129,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,YS ENT INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,6129Taxi
Taxi,5414,ACTIVE,TOYOTA,RAV4,2018,WHITE,Gasoline,N,"ALGUZI TRANS, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,5414Taxi
Taxi,6687,SURRENDER,TOYOTA,PRIUS,2013,BLUE/WHITE,Hybrid,N,HABEN TRANS INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,6687Taxi
Taxi,2237,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,PHASCO ONE INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2237Taxi
Taxi,1254,VIOLATION,NISSAN,ALTIMA,2011,WHITE/BLUE/STRIPES,Hybrid,N,NEW MILLENNIUM INC #II,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,Owner Manager,1254Taxi
Livery,8531,VIOLATION,CADILLAC,ESCALADE,2017,BLACK,Gasoline,N,Executive City Limo Inc.,320 W. OHIO ST.,CHICAGO,IL,60654,,,8531Livery
Taxi,4374,SURRENDER,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,EMMAT CORPORATION,2532 W. WARREN BLVD.,CHICAGO,IL,60612,DIS-AFFILIATED,,4374Taxi
Taxi,1092,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,MIKHALIA CABS EIGHT INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1092Taxi
Taxi,1539,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,N AND M VALDOF HACKING CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1539Taxi
Taxi,5061,VIOLATION,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,N,AG 1 CORPORATION,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,5061Taxi
Livery,7893,ACTIVE,FORD,EXPEDITION,2020,BLACK,Gasoline,N,BELLAGIO LIMOUSINE CORP,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7893Livery
Taxi,4595,VIOLATION,DODGE,CARAVAN,2017,WHITE,Flex Fuel,N,AMC CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4595Taxi
Taxi,4236,VIOLATION,TOYOTA,SCION,2011,WHITE,Gasoline,N,JASMINE TAXI 2 INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4236Taxi
Ambulance,5592,ACTIVE,FORD,E350,2014,WHITE,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5592Ambulance
Ambulance,5533,INACTIVE,FORD,E350,2009,WHITE,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5533Ambulance
Livery,8319,ACTIVE,FORD,EXPEDITION,2021,BLACK,Gasoline,N,JUAN BRITO,4301 N. MEADE AVE.,CHICAGO,IL,60634,,,8319Livery
Livery,7113,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,1ST CHICAGO CLASSIC LIMO INC.,6201 N. KENMORE AVE.,CHICAGO,IL,60660,,,7113Livery
Charter Sightseeing,13140,INACTIVE,FORD,E450,2006,WHITE,Gasoline,N,METRO LIMOUSINE INC,8535 W. HIGGINS RD.,CHICAGO,IL,60631,,,13140Charter Sightseeing
Taxi,5291,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,THIN ICE HACKING CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,5291Taxi
Taxi,5284,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,"CORTANY 1 TRANS, INC.",9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,5284Taxi
Livery,7941,ACTIVE,CHEVROLET,SUBURBAN,2021,BLACK,Gasoline,N,MARWAH TRANSPORTATION CO,3211 W. BRYN MAWR AVE.,CHICAGO,IL,60659,,,7941Livery
Ambulance,5467,INACTIVE,FORD,E350,2013,WHITE,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5467Ambulance
Taxi,3527,VIOLATION,TOYOTA,SCION,2012,WHITE,Gasoline,N,"HAGHIGHAT TRANSPORT, INC.",4626 W. CORNELIA AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,3527Taxi
Taxi,1218,ACTIVE,TOYOTA,SIENNA,2020,CREAM/BLUE,Gasoline,Y,KYEREMAACHAKUS INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Blue Diamond Taxi Affil Inc,Owner Manager,1218Taxi
Taxi,351,SURRENDER,DODGE,CARAVAN,2016,BLUE/WHITE,Flex Fuel,Y,MCCAB XXIII CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",351Taxi
Taxi,1769,SURRENDER,TOYOTA,PRIUS,2014,WHITE/BLUE/STRIPES,Hybrid,N,IDEAL CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1769Taxi
Taxi,2464,VIOLATION,TOYOTA,SIENNA,2016,WHITE/BLUE,Gasoline,Y,TEHRAN INC.,5136 N. WESTERN AVE.,CHICAGO,IL,60625,Peace Taxi Assoc Inc,Owner Manager,2464Taxi
Taxi,2651,ACTIVE,TOYOTA,PRIUS,2015,BLUE/WHITE,Hybrid,N,MEBRET CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2651Taxi
Taxi,1173,FORECLOSURE,TOYOTA,CAMRY,2016,BLUE,Hybrid,N,EL DUQUE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,1173Taxi
Ambulance,817732,ACTIVE,FORD,E350,2017,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",3737  CHASE AVE.,SKOKIE,IL,60076,,,817732Ambulance
Taxi,3951,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,ALEXA EXPRESS INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3951Taxi
Taxi,414,VIOLATION,VPG,MV-1,2016,WHITE,Gasoline,Y,"MARGITINE, INC.",9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,414Taxi
Taxi,2179,ACTIVE,FORD,C-MAX,2013,WHITE,Hybrid,N,SHAAN BORICHA INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2179Taxi
Taxi,1443,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SWEET THREE INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,1443Taxi
Taxi,4401,VIOLATION,DODGE,CARAVAN,2013,WHITE,Flex Fuel,N,FEMDOT INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4401Taxi
Taxi,5179,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,AZZI EXPRESS INC.,2235 W. MAYPOLE AVE.,CHICAGO,IL,60612,Flash Cab Co,Owner Manager,5179Taxi
Taxi,1516,VIOLATION,NISSAN,ALTIMA,2011,BLUE,Hybrid,N,EC CHICAGO TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,1516Taxi
Livery,8369,INACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,NOOR INTERNATIONAL INC,2445 W. BRYN MAWR AVE.,CHICAGO,IL,60659,,,8369Livery
Livery,9338,ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,JUAN AYALA,4202 N. TROY ST.,CHICAGO,IL,60618,,,9338Livery
Taxi,570,ACTIVE,DODGE,CARAVAN,2017,WHITE,Flex Fuel,N,ZAKARNEH CAB CORP,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,570Taxi
Taxi,5697,VIOLATION,DODGE,CARAVAN,2016,WHITE/BLUE,Flex Fuel,Y,TEHRAN INC.,5136 N. WESTERN AVE.,CHICAGO,IL,60625,Peace Taxi Assoc Inc,Owner Manager,5697Taxi
Livery,9686,ACTIVE,LINCOLN,NAUTILUS,2021,BLACK,Gasoline,N,A G LIMOUSINE INC,3150 N. NEVA AVE.,CHICAGO,IL,60634,,,9686Livery
Taxi,6327,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,CHICAGO AUCTION CAB CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,6327Taxi
Taxi,6293,VIOLATION,TOYOTA,SCION,2011,WHITE,Hybrid,N,NAT MIKE CABS TWO INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,6293Taxi
Livery,9974,ACTIVE,FORD,EXPEDITION,2021,BLACK,Gasoline,N,AYAD LIMO INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9974Livery
Taxi,5578,ACTIVE,TOYOTA,CAMRY,2021,WHITE,Hybrid,N,KESHTI CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,5578Taxi
Taxi,3943,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SUPERVEX INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,3943Taxi
Taxi,1251,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,"ARMAND TRANS, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,1251Taxi
Livery,9032,ACTIVE,LINCOLN,CONTINENTAL,2020,BLACK,Gasoline,N,USA LIMO GROUP INC,6428 N. FRANCISCO AVE.,CHICAGO,IL,60645,,,9032Livery
Taxi,412,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,APRIL TAXI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,412Taxi
Charter Sightseeing,297916,INACTIVE,FORD,E350,2009,WHITE,Gasoline,N,ARIES SHUTTLE CHICAGO LLC,621 S. KOLMAR AVE.,CHICAGO,IL,60624,,,297916Charter Sightseeing
Taxi,6964,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,,,6964Taxi
Taxi,2341,SURRENDER,TOYOTA,RAV4,2016,WHITE/BLUE/STRIPES,Hybrid,N,INSUMA INC.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,Owner-Operator,2341Taxi
Ambulance,5655,ACTIVE,MERCEDES,SPRINTER,2015,WHITE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5655Ambulance
Medicar,10611,INACTIVE,CHEVROLET,UPLANDER,2008,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,10611Medicar
Taxi,6533,ACTIVE,TOYOTA,PRIUS,2015,RED/WHITE,Hybrid,N,ADEM DULIMAN,2211 W. TOUHY AVE.,CHICAGO,IL,60645,Independent1,Owner-Operator,6533Taxi
Taxi,4859,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,HAMIT ZANI CORP,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,4859Taxi
Taxi,3996,SURRENDER,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"TAXI MEDALLION GROUP,LLC-SERIESXXI",4175 N. ELSTON AVE.,CHICAGO,IL,60618,DIS-AFFILIATED,Owner Manager,3996Taxi
Taxi,3935,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,"LUCKY SEVEN CHICAGO, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,3935Taxi
Taxi,736,INACTIVE,CHEVROLET,IMPALA,2002,WHITE,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,DIS-AFFILIATED,,736Taxi
Taxi,4441,ACTIVE,TOYOTA,CAMRY,2019,YELLOW,Hybrid,N,ABRAMSON CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,4441Taxi
Livery,7432,ACTIVE,LINCOLN,MKT,2019,BLACK,Gasoline,N,CHICAGO SERVICES UNLIMITED INC,4042 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,7432Livery
Taxi,4451,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Gasoline,N,NEW AMSTERDAM LEASING CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4451Taxi
Taxi,5671,VIOLATION,FORD,C-MAX,2015,WHITE,Hybrid,N,623 TAXI INC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,5671Taxi
Taxi,2116,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,BVB TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,2116Taxi
Taxi,3375,SURRENDER,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,A V CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3375Taxi
Taxi,5940,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,GASH CORPORATION,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,5940Taxi
Taxi,6696,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,"THOMAS & MERHAWIT, CORP.",4626 W. CORNELIA AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6696Taxi
Livery,7773,ACTIVE,LINCOLN,NAVIGATOR,2019,BLACK,Gasoline,N,"ADDIS ZEMEN, INC.",1763 W. NORTH SHORE AVE.,CHICAGO,IL,60626,,,7773Livery
Taxi,3930,VIOLATION,VPG,MV-1,2014,WHITE/BLUE/STRIPES,Gasoline,N,NEW MILLENNIUM INC #V,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,Owner Manager,3930Taxi
Taxi,4267,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,NEW DELUXE INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,4267Taxi
Taxi,5139,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SUNNY ISLES METRO LLC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,5139Taxi
Livery,9417,INACTIVE,VOLVO,XC90,2018,BLACK,Gasoline,N,LUNGTA INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9417Livery
Livery,7308,INACTIVE,CHEVROLET,SUBURBAN,2017,BLACK,Gasoline,N,LUIS R. PEREZ,3607 N. PULASKI RD.,CHICAGO,IL,60641,,,7308Livery
Taxi,511,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,511Taxi
Taxi,2429,ACTIVE,TOYOTA,RAV4,2021,YELLOW,Hybrid,N,GREAT SABU CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,2429Taxi
Taxi,4412,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,N,TAXI 4 YOU INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,4412Taxi
Taxi,4127,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,EEL TAXI CORP.,6441 N. KEDZIE AVE.,CHICAGO,IL,60645,Independent1,Owner-Operator,4127Taxi
Taxi,6381,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,CHICAGO AUCTION CAB CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,6381Taxi
Taxi,2278,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,BARKAT IT ENTERPRISES INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2278Taxi
Livery,7261,ACTIVE,CHEVROLET,SUBURBAN,2021,BLACK,Gasoline,N,RANOLD M MOKAYA,941 N. HOWE ST.,CHICAGO,IL,60610,,,7261Livery
Ambulance,5089,INACTIVE,,,,,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5089Ambulance
Livery,8652,ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,MESK LIMO SERVICES INC,7427 N. RIDGE BLVD.,CHICAGO,IL,60645,,,8652Livery
Taxi,453,VIOLATION,FORD,C-MAX,2013,WHITE,Hybrid,N,FUCHSIA TAXI INC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,453Taxi
Charter Sightseeing,9996,INACTIVE,CHEVROLET,G3500,2010,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602,,,9996Charter Sightseeing
Taxi,4426,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,JUSTIN LEVY CAB CORP.,2738 W. FULTON ST.,CHICAGO,IL,60612,EXPIRED AFFILIATION,Owner Manager,4426Taxi
Ambulance,5433,INACTIVE,FORD,E350,2006,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,5433Ambulance
Taxi,2599,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,STEFANIE AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,"Masters Medallion Management, LLC",2599Taxi
Taxi,438,SURRENDER,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,MCCAB VIII CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",438Taxi
Taxi,1144,SURRENDER,FORD,FUSION,2012,YELLOW,Hybrid,N,ALAN M PORETT,2757 N. PINE GROVE AVE.,CHICAGO,IL,60614,Yellow Cab Association,Owner-Operator,1144Taxi
Charter Sightseeing,13242,INACTIVE,MERCEDES,SPRINTER,2011,BLACK,Gasoline,N,J R LIMOUSINE SERVICE INC,7610 W. PALATINE AVE.,CHICAGO,IL,60631,,,13242Charter Sightseeing
Charter Sightseeing,13478,RESERVED,FORD,E450,2017,WHITE,Gasoline,N,CHICAGO CLOUD 9 LIMO INC.,1330 W. FARGO AVE.,CHICAGO,IL,60626,,,13478Charter Sightseeing
Taxi,1871,VIOLATION,NISSAN,ALTIMA,2011,BLUE,Hybrid,N,DIANA MANAGEMENT LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,1871Taxi
Livery,7940,ACTIVE,LINCOLN,MKT,2017,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602,,,7940Livery
Taxi,4471,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,ENGLEWOOD TRANSPORTATION INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4471Taxi
Taxi,4410,REVOKED,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,MONSOON TAXI CORP.,5200 N. OTTO,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,4410Taxi
Taxi,4901,INACTIVE,CHEVROLET,CAPRICE,1994,WHITE,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,DIS-AFFILIATED,,4901Taxi
Taxi,6114,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,PNINA TWO CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,DIS-AFFILIATED,Owner Manager,6114Taxi
